"race_eth","count","percent_group","rates","percent_pop"
"African American","905","1.79867","1906.34677","2.36"
"Asian","7318","14.54437","1116.90234","35.65"
"Latino","27339","54.33569","4998.72011","25.78"
"Native Hawaiian & Other Pacific Islander","234","0.46507","3314.91713","0.32"
"White","6085","12.09381","907.67113","32.04"
"Other","2818","5.60072",,"3.85"
"Unknown","5616","11.16168",,
