"race_eth","count","percent_group","rates","percent_pop"
"African American","194","2","408.7","2.36"
"Asian","1089","11","166.2","35.65"
"Latino","4840","48.8","885","25.78"
"Native Hawaiian & Other Pacific Islander","66","0.7","935","0.32"
"White","1215","12.3","181.2","32.04"
"Other","789","8",,"3.85"
"Unknown","1720","17.4",,
