"race_eth","count","percent_group","rates","percent_pop"
"African American","2188","1.86712","4608.93561","2.36"
"Asian","19916","16.9952","3039.65934","35.65"
"Latino","59154","50.47873","10815.84144","25.78"
"Native Hawaiian & Other Pacific Islander","577","0.49238","8173.96232","0.32"
"White","15769","13.45639","2352.18833","32.04"
"Other","8474","7.23124",,"3.85"
"Unknown","11108","9.47895",,
