"race_eth","count","percent_group","rates","percent_pop"
"African American","2071","1.83422","4362.47973","2.36"
"Asian","18865","16.70815","2879.25153","35.65"
"Latino","57485","50.91268","10510.67798","25.78"
"Native Hawaiian & Other Pacific Islander","539","0.47738","7635.64244","0.32"
"White","14926","13.2195","2226.44194","32.04"
"Other","8114","7.18632",,"3.85"
"Unknown","10909","9.66176",,
