"race_eth","count","percent_group","rates","percent_pop"
"African American","1812","1.81742","3816.90645","2.36"
"Asian","16000","16.04782","2441.98381","35.65"
"Latino","50980","51.13237","9321.29013","25.78"
"Native Hawaiian & Other Pacific Islander","467","0.4684","6615.66794","0.32"
"White","12895","12.93354","1923.48713","32.04"
"Other","7177","7.19845",,"3.85"
"Unknown","10371","10.402",,
