"race_eth","count","percent_group","rates","percent_pop"
"African American","1895","1.82078","3991.74267","2.36"
"Asian","16940","16.27657","2585.45036","35.65"
"Latino","53193","51.10977","9725.9197","25.78"
"Native Hawaiian & Other Pacific Islander","493","0.47369","6983.99207","0.32"
"White","13559","13.02798","2022.53292","32.04"
"Other","7480","7.18706",,"3.85"
"Unknown","10516","10.10415",,
