"race_eth","count","percent_group","rates","percent_pop"
"African American","2252","1.89916","4743.74908","2.36"
"Asian","20390","17.19529","3112.00311","35.65"
"Latino","59674","50.32426","10910.91933","25.78"
"Native Hawaiian & Other Pacific Islander","584","0.4925","8273.12651","0.32"
"White","16040","13.52685","2392.61214","32.04"
"Other","8563","7.22135",,"3.85"
"Unknown","11076","9.34061",,
