"race_eth","count","percent_group","rates","percent_pop"
"African American","4199","1.87152","9277.71272","2.4"
"Asian","36265","16.16354","5185.97435","37.7"
"Latino","88933","39.638","18113.43889","26.5"
"Native Hawaiian & Other Pacific Islander","1325","0.59056","21271.47215","0.3"
"White","34445","15.35235","5666.20004","32.8"
"Other","28519","12.7111","518056.31244","0.3"
"Unknown","30677","13.67293",,
