"race_eth","count","percent_group","rates","percent_pop"
"African American","352","1.8","741.5","2.36"
"Asian","1988","10.2","303.4","35.65"
"Latino","10853","55.9","1984.4","25.78"
"Native Hawaiian & Other Pacific Islander","106","0.5","1501.6","0.32"
"White","2088","10.8","311.5","32.04"
"Other","1290","6.6",,"3.85"
"Unknown","2740","14.1",,
