"race_eth","count","percent_group","rates","percent_pop"
"African American","6962","1.726","15382.57584","2.4"
"Asian","82176","20.37287","11751.3478","37.7"
"Latino","131548","32.61305","26793.05386","26.5"
"Native Hawaiian & Other Pacific Islander","2466","0.61136","39589.0191","0.3"
"White","64619","16.02018","10629.82088","32.8"
"Other","48869","12.11548","887720.25431","0.3"
"Unknown","66720","16.54106",,
