"race_eth","count","percent_group","rates","percent_pop"
"African American","615","1.94602","1295.47322","2.36"
"Asian","4175","13.21077","637.20515","35.65"
"Latino","18471","58.44698","3377.27638","25.78"
"Native Hawaiian & Other Pacific Islander","162","0.51261","2294.94263","0.32"
"White","3898","12.33427","581.44652","32.04"
"Other","1471","4.65462",,"3.85"
"Unknown","2811","8.89473",,
