"race_eth","count","percent_group","rates","percent_pop"
"African American","5021","1.81694","11093.92607","2.4"
"Asian","46657","16.88367","6672.05308","37.7"
"Latino","104498","37.81446","21283.64204","26.5"
"Native Hawaiian & Other Pacific Islander","1664","0.60215","26713.75823","0.3"
"White","41896","15.16081","6891.889","32.8"
"Other","35871","12.98056","651607.62943","0.3"
"Unknown","40737","14.74141",,
