"race_eth","count","percent_group","rates","percent_pop"
"African American","1831","1.82247","3856.9292","2.36"
"Asian","16162","16.08671","2466.70889","35.65"
"Latino","51376","51.13668","9393.6956","25.78"
"Native Hawaiian & Other Pacific Islander","466","0.46383","6601.50163","0.32"
"White","12999","12.93845","1939.00032","32.04"
"Other","7253","7.21921",,"3.85"
"Unknown","10381","10.33264",,
