"race_eth","count","percent_group","rates","percent_pop"
"African American","408","1.65417","859.43589","2.36"
"Asian","2585","10.48044","394.53301","35.65"
"Latino","14207","57.59984","2597.63768","25.78"
"Native Hawaiian & Other Pacific Islander","122","0.49463","1728.29013","0.32"
"White","2732","11.07642","407.51972","32.04"
"Other","1628","6.60045",,"3.85"
"Unknown","2983","12.09406",,
