"race_eth","count","percent_group","rates","percent_pop"
"African American","990","1.80311","2085.39591","2.36"
"Asian","8119","14.78736","1239.15416","35.65"
"Latino","29481","53.69456","5390.36788","25.78"
"Native Hawaiian & Other Pacific Islander","252","0.45897","3569.91075","0.32"
"White","6670","12.14826","994.93285","32.04"
"Other","3292","5.99581",,"3.85"
"Unknown","6101","11.11192",,
