"race_eth","count","percent_group","rates","percent_pop"
"African American","2092","1.83623","4406.7154","2.36"
"Asian","19127","16.78853","2919.23902","35.65"
"Latino","57916","50.83517","10589.48292","25.78"
"Native Hawaiian & Other Pacific Islander","548","0.481","7763.13925","0.32"
"White","15110","13.26265","2253.88837","32.04"
"Other","8189","7.18781",,"3.85"
"Unknown","10947","9.60862",,
