"race_eth","count","percent_group","rates","percent_pop"
"African American","2265","1.90621","4771.13307","2.36"
"Asian","20446","17.20725","3120.55006","35.65"
"Latino","59796","50.32401","10933.22607","25.78"
"Native Hawaiian & Other Pacific Islander","586","0.49317","8301.45913","0.32"
"White","16090","13.54126","2400.07041","32.04"
"Other","8568","7.21079",,"3.85"
"Unknown","11071","9.3173",,
