"race_eth","count","percent_group","rates","percent_pop"
"African American","1864","1.81983","3926.4424","2.36"
"Asian","16579","16.18616","2530.3531","35.65"
"Latino","52394","51.15253","9579.82886","25.78"
"Native Hawaiian & Other Pacific Islander","478","0.46667","6771.49738","0.32"
"White","13293","12.97802","1982.85494","32.04"
"Other","7386","7.21099",,"3.85"
"Unknown","10433","10.18579",,
