"race_eth","count","percent_group","rates","percent_pop"
"African American","1922","1.81281","4048.61711","2.36"
"Asian","17337","16.35211","2646.04208","35.65"
"Latino","54157","51.08043","9902.17948","25.78"
"Native Hawaiian & Other Pacific Islander","500","0.4716","7083.15625","0.32"
"White","13869","13.08112","2068.77417","32.04"
"Other","7619","7.18618",,"3.85"
"Unknown","10619","10.01575",,
