"race_eth","count","percent_group","rates","percent_pop"
"African American","2023","1.82128","4261.36962","2.36"
"Asian","18446","16.60665","2815.30208","35.65"
"Latino","56588","50.9453","10346.66862","25.78"
"Native Hawaiian & Other Pacific Islander","526","0.47355","7451.48038","0.32"
"White","14650","13.18917","2185.27231","32.04"
"Other","7983","7.18697",,"3.85"
"Unknown","10860","9.77709",,
