"race_eth","count","percent_group","rates","percent_pop"
"African American","2186","1.86708","4604.72268","2.36"
"Asian","19889","16.98738","3035.5385","35.65"
"Latino","59112","50.48812","10808.16207","25.78"
"Native Hawaiian & Other Pacific Islander","576","0.49197","8159.79601","0.32"
"White","15752","13.45393","2349.65252","32.04"
"Other","8462","7.22747",,"3.85"
"Unknown","11104","9.48403",,
