"race_eth","count","percent_group","rates","percent_pop"
"African American","1791","1.81674","3772.67078","2.36"
"Asian","15775","16.00174","2407.64341","35.65"
"Latino","50365","51.08893","9208.84224","25.78"
"Native Hawaiian & Other Pacific Islander","458","0.46458","6488.17113","0.32"
"White","12689","12.87139","1892.75907","32.04"
"Other","7105","7.20712",,"3.85"
"Unknown","10400","10.54949",,
