"race_eth","count","percent_group","rates","percent_pop"
"African American","1960","1.82124","4128.66261","2.36"
"Asian","17632","16.38372","2691.06615","35.65"
"Latino","54960","51.06905","10049.00168","25.78"
"Native Hawaiian & Other Pacific Islander","510","0.47389","7224.81938","0.32"
"White","14137","13.13616","2108.75049","32.04"
"Other","7733","7.18553",,"3.85"
"Unknown","10687","9.9304",,
