"race_eth","count","percent_group","rates","percent_pop"
"African American","2345","1.95812","4939.64991","2.36"
"Asian","20675","17.26398","3155.50095","35.65"
"Latino","60243","50.30395","11014.95648","25.78"
"Native Hawaiian & Other Pacific Islander","598","0.49934","8471.45488","0.32"
"White","16437","13.72518","2451.83078","32.04"
"Other","8634","7.20954",,"3.85"
"Unknown","10826","9.0399",,
