"race_eth","count","percent_group","rates","percent_pop"
"African American","2025","1.81972","4265.58254","2.36"
"Asian","18484","16.6102","2821.10179","35.65"
"Latino","56684","50.93772","10364.22146","25.78"
"Native Hawaiian & Other Pacific Islander","526","0.47268","7451.48038","0.32"
"White","14682","13.19363","2190.0456","32.04"
"Other","8005","7.1935",,"3.85"
"Unknown","10875","9.77256",,
