"race_eth","count","percent_group","rates","percent_pop"
"African American","2269","1.90887","4779.55891","2.36"
"Asian","20458","17.21098","3122.38154","35.65"
"Latino","59813","50.31969","10936.33438","25.78"
"Native Hawaiian & Other Pacific Islander","586","0.49299","8301.45913","0.32"
"White","16094","13.53962","2400.66707","32.04"
"Other","8569","7.20896",,"3.85"
"Unknown","11077","9.3189",,
