"race_eth","count","percent_group","rates","percent_pop"
"African American","284","1.9","598.2","2.36"
"Asian","1525","10.1","232.8","35.65"
"Latino","8284","54.9","1514.7","25.78"
"Native Hawaiian & Other Pacific Islander","89","0.6","1260.8","0.32"
"White","1656","11","247","32.04"
"Other","1032","6.8",,"3.85"
"Unknown","2215","14.7",,
