"race_eth","count","percent_group","rates","percent_pop"
"African American","570","1.89842","1200.68249","2.36"
"Asian","3951","13.15903","603.01738","35.65"
"Latino","17593","58.5945","3216.74102","25.78"
"Native Hawaiian & Other Pacific Islander","158","0.52623","2238.27738","0.32"
"White","3631","12.09326","541.61937","32.04"
"Other","1381","4.5995",,"3.85"
"Unknown","2741","9.12906",,
