"race_eth","count","percent_group","rates","percent_pop"
"African American","699","1.90603","1472.4159","2.36"
"Asian","5010","13.66128","764.64618","35.65"
"Latino","20941","57.10196","3828.89637","25.78"
"Native Hawaiian & Other Pacific Islander","183","0.499","2592.43519","0.32"
"White","4554","12.41786","679.29898","32.04"
"Other","1823","4.97096",,"3.85"
"Unknown","3463","9.44291",,
