"race_eth","count","percent_group","rates","percent_pop"
"African American","1385","1.8","2917.4","2.36"
"Asian","11699","15.3","1785.5","35.65"
"Latino","38840","50.9","7101.6","25.78"
"Native Hawaiian & Other Pacific Islander","336","0.4","4759.9","0.32"
"White","9555","12.5","1425.3","32.04"
"Other","5186","6.8",,"3.85"
"Unknown","9234","12.1",,
