"race_eth","count","percent_group","rates","percent_pop"
"African American","2257","1.9019","4754.28138","2.36"
"Asian","20405","17.1946","3114.29247","35.65"
"Latino","59725","50.32822","10920.24428","25.78"
"Native Hawaiian & Other Pacific Islander","584","0.49212","8273.12651","0.32"
"White","16055","13.529","2394.84962","32.04"
"Other","8565","7.21743",,"3.85"
"Unknown","11080","9.33674",,
