"race_eth","count","percent_group","rates","percent_pop"
"African American","527","1.86173","1110.10469","2.36"
"Asian","3656","12.91553","557.9933","35.65"
"Latino","16671","58.89356","3048.16061","25.78"
"Native Hawaiian & Other Pacific Islander","147","0.51931","2082.44794","0.32"
"White","3415","12.06415","509.39965","32.04"
"Other","1289","4.55364",,"3.85"
"Unknown","2602","9.19207",,
