"race_eth","count","percent_group","rates","percent_pop"
"African American","397","1.7","836.3","2.36"
"Asian","2480","10.5","378.5","35.65"
"Latino","13601","57.7","2486.8","25.78"
"Native Hawaiian & Other Pacific Islander","119","0.5","1685.8","0.32"
"White","2604","11","388.4","32.04"
"Other","1566","6.6",,"3.85"
"Unknown","2824","12",,
