"race_eth","count","percent_group","rates","percent_pop"
"African American","1687","1.82132","3553.59889","2.36"
"Asian","14533","15.69015","2218.08442","35.65"
"Latino","47185","50.94197","8627.40437","25.78"
"Native Hawaiian & Other Pacific Islander","424","0.45776","6006.5165","0.32"
"White","11889","12.83563","1773.42679","32.04"
"Other","6775","7.31444",,"3.85"
"Unknown","10132","10.93873",,
