"race_eth","count","percent_group","rates","percent_pop"
"African American","2057","1.83129","4332.98928","2.36"
"Asian","18711","16.65791","2855.74744","35.65"
"Latino","57214","50.93612","10461.12777","25.78"
"Native Hawaiian & Other Pacific Islander","533","0.47452","7550.64457","0.32"
"White","14844","13.21522","2214.21039","32.04"
"Other","8070","7.18451",,"3.85"
"Unknown","10896","9.70042",,
