"race_eth","count","percent_group","rates","percent_pop"
"African American","393","1.7","827.8","2.36"
"Asian","2452","10.5","374.2","35.65"
"Latino","13454","57.6","2460","25.78"
"Native Hawaiian & Other Pacific Islander","120","0.5","1700","0.32"
"White","2567","11","382.9","32.04"
"Other","1539","6.6",,"3.85"
"Unknown","2830","12.1",,
