"race_eth","count","percent_group","rates","percent_pop"
"African American","369","1.8","777.3","2.36"
"Asian","2188","10.5","333.9","35.65"
"Latino","11893","57","2174.5","25.78"
"Native Hawaiian & Other Pacific Islander","110","0.5","1558.3","0.32"
"White","2248","10.8","335.3","32.04"
"Other","1383","6.6",,"3.85"
"Unknown","2691","12.9",,
