"race_eth","count","percent_group","rates","percent_pop"
"African American","165","1.9","347.6","2.36"
"Asian","976","11","149","35.65"
"Latino","4097","46.4","749.1","25.78"
"Native Hawaiian & Other Pacific Islander","62","0.7","878.3","0.32"
"White","1124","12.7","167.7","32.04"
"Other","746","8.4",,"3.85"
"Unknown","1663","18.8",,
