"race_eth","count","percent_group","rates","percent_pop"
"African American","2235","1.88729","4707.93925","2.36"
"Asian","20255","17.1038","3091.39888","35.65"
"Latino","59634","50.35635","10903.60565","25.78"
"Native Hawaiian & Other Pacific Islander","580","0.48977","8216.46126","0.32"
"White","15991","13.50318","2385.30304","32.04"
"Other","8556","7.22489",,"3.85"
"Unknown","11173","9.43474",,
