"race_eth","count","percent_group","rates","percent_pop"
"African American","2697","2.0745","5681.12401","2.36"
"Asian","22246","17.11139","3395.27324","35.65"
"Latino","64177","49.36427","11734.2573","25.78"
"Native Hawaiian & Other Pacific Islander","682","0.52459","9661.42513","0.32"
"White","18693","14.37846","2788.3478","32.04"
"Other","9562","7.35499",,"3.85"
"Unknown","11950","9.19181",,
