"race_eth","count","percent_group","rates","percent_pop"
"African American","305","1.9","642.5","2.36"
"Asian","1620","9.9","247.3","35.65"
"Latino","8892","54.5","1625.8","25.78"
"Native Hawaiian & Other Pacific Islander","92","0.6","1303.3","0.32"
"White","1764","10.8","263.1","32.04"
"Other","1174","7.2",,"3.85"
"Unknown","2459","15.1",,
