"race_eth","count","percent_group","rates","percent_pop"
"African American","1144","1.7607","2409.79083","2.36"
"Asian","9785","15.05987","1493.42572","35.65"
"Latino","33781","51.99157","6176.5889","25.78"
"Native Hawaiian & Other Pacific Islander","294","0.45249","4164.89588","0.32"
"White","7988","12.29415","1191.53278","32.04"
"Other","4267","6.56724",,"3.85"
"Unknown","7715","11.87398",,
