"race_eth","count","percent_group","rates","percent_pop"
"African American","399","1.67078","840.47775","2.36"
"Asian","2499","10.46439","381.40735","35.65"
"Latino","13778","57.6944","2519.19842","25.78"
"Native Hawaiian & Other Pacific Islander","119","0.4983","1685.79119","0.32"
"White","2631","11.01713","392.45402","32.04"
"Other","1587","6.64545",,"3.85"
"Unknown","2868","12.00955",,
