"race_eth","count","percent_group","rates","percent_pop"
"African American","289","1.9","608.8","2.36"
"Asian","1565","10.1","238.9","35.65"
"Latino","8534","55.1","1560.4","25.78"
"Native Hawaiian & Other Pacific Islander","91","0.6","1289.1","0.32"
"White","1692","10.9","252.4","32.04"
"Other","1063","6.9",,"3.85"
"Unknown","2262","14.6",,
