"race_eth","count","percent_group","rates","percent_pop"
"African American","344","1.8","724.6","2.36"
"Asian","1941","10.2","296.2","35.65"
"Latino","10598","55.9","1937.8","25.78"
"Native Hawaiian & Other Pacific Islander","104","0.5","1473.3","0.32"
"White","2066","10.9","308.2","32.04"
"Other","1286","6.8",,"3.85"
"Unknown","2628","13.9",,
