"race_eth","count","percent_group","rates","percent_pop"
"African American","7299","1.71225","16127.17912","2.4"
"Asian","87982","20.63949","12581.6185","37.7"
"Latino","137613","32.2823","28028.34343","26.5"
"Native Hawaiian & Other Pacific Islander","2601","0.61016","41756.30117","0.3"
"White","68367","16.03805","11246.36661","32.8"
"Other","50530","11.85371","917892.8247","0.3"
"Unknown","71888","16.86403",,
