"race_eth","count","percent_group","rates","percent_pop"
"African American","4624","1.82669","10216.75247","2.4"
"Asian","41935","16.56619","5996.79675","37.7"
"Latino","97197","38.39715","19796.61003","26.5"
"Native Hawaiian & Other Pacific Islander","1488","0.58783","23888.26457","0.3"
"White","38403","15.1709","6317.29075","32.8"
"Other","32882","12.98986","597311.53497","0.3"
"Unknown","36607","14.4614",,
