"race_eth","count","percent_group","rates","percent_pop"
"African American","2047","1.82709","4311.92467","2.36"
"Asian","18643","16.64019","2845.36901","35.65"
"Latino","57072","50.94077","10435.16419","25.78"
"Native Hawaiian & Other Pacific Islander","532","0.47485","7536.47825","0.32"
"White","14800","13.21004","2207.64711","32.04"
"Other","8056","7.19055",,"3.85"
"Unknown","10886","9.71652",,
