"race_eth","count","percent_group","rates","percent_pop"
"African American","1874","1.81526","3947.507","2.36"
"Asian","16750","16.22496","2556.4518","35.65"
"Latino","52778","51.12364","9650.04023","25.78"
"Native Hawaiian & Other Pacific Islander","484","0.46883","6856.49525","0.32"
"White","13426","13.00515","2002.69393","32.04"
"Other","7418","7.18548",,"3.85"
"Unknown","10506","10.17668",,
