"race_eth","count","percent_group","rates","percent_pop"
"African American","2032","1.82017","4280.32777","2.36"
"Asian","18562","16.62695","2833.00646","35.65"
"Latino","56877","50.94771","10399.50998","25.78"
"Native Hawaiian & Other Pacific Islander","531","0.47564","7522.31194","0.32"
"White","14726","13.19085","2196.60888","32.04"
"Other","8030","7.19289",,"3.85"
"Unknown","10880","9.74579",,
