"race_eth","count","percent_group","rates","percent_pop"
"African American","320","1.8","674.1","2.36"
"Asian","1736","9.9","265","35.65"
"Latino","9543","54.6","1744.9","25.78"
"Native Hawaiian & Other Pacific Islander","100","0.6","1416.6","0.32"
"White","1881","10.8","280.6","32.04"
"Other","1233","7.1",,"3.85"
"Unknown","2652","15.2",,
