"race_eth","count","percent_group","rates","percent_pop"
"African American","2307","1.92999","4859.60441","2.36"
"Asian","20573","17.211","3139.9333","35.65"
"Latino","60097","50.27607","10988.26154","25.78"
"Native Hawaiian & Other Pacific Islander","595","0.49777","8428.95594","0.32"
"White","16242","13.58777","2422.74354","32.04"
"Other","8641","7.22891",,"3.85"
"Unknown","11079","9.26849",,
