"race_eth","count","percent_group","rates","percent_pop"
"African American","7119","1.72029","15729.46817","2.4"
"Asian","84838","20.50089","12132.01962","37.7"
"Latino","134371","32.47041","27368.02871","26.5"
"Native Hawaiian & Other Pacific Islander","2524","0.60992","40520.1477","0.3"
"White","66339","16.03065","10912.76075","32.8"
"Other","49616","11.98958","901289.7366","0.3"
"Unknown","69019","16.67827",,
