"race_eth","count","percent_group","rates","percent_pop"
"African American","2104","1.83919","4431.99292","2.36"
"Asian","19235","16.81411","2935.72241","35.65"
"Latino","58110","50.79634","10624.95429","25.78"
"Native Hawaiian & Other Pacific Islander","552","0.48253","7819.8045","0.32"
"White","15196","13.28345","2266.71659","32.04"
"Other","8237","7.2003",,"3.85"
"Unknown","10964","9.58408",,
