"race_eth","count","percent_group","rates","percent_pop"
"African American","658","1.91881","1386.05102","2.36"
"Asian","4588","13.37921","700.23886","35.65"
"Latino","19783","57.68984","3617.16522","25.78"
"Native Hawaiian & Other Pacific Islander","167","0.48699","2365.77419","0.32"
"White","4230","12.33524","630.96941","32.04"
"Other","1664","4.85244",,"3.85"
"Unknown","3202","9.33745",,
