"race_eth","count","percent_group","rates","percent_pop"
"African American","2108","1.83992","4440.41876","2.36"
"Asian","19282","16.82989","2942.89573","35.65"
"Latino","58182","50.78293","10638.11892","25.78"
"Native Hawaiian & Other Pacific Islander","555","0.48442","7862.30344","0.32"
"White","15224","13.28795","2270.89322","32.04"
"Other","8248","7.19909",,"3.85"
"Unknown","10971","9.57581",,
