"race_eth","count","percent_group","rates","percent_pop"
"African American","786","1.82786","1655.67796","2.36"
"Asian","6055","14.08107","924.13825","35.65"
"Latino","23884","55.54289","4367.00066","25.78"
"Native Hawaiian & Other Pacific Islander","208","0.48371","2946.593","0.32"
"White","5245","12.19739","782.37224","32.04"
"Other","2321","5.39755",,"3.85"
"Unknown","4502","10.46952",,
