"race_eth","count","percent_group","rates","percent_pop"
"African American","1970","1.8163","4149.72721","2.36"
"Asian","17850","16.45738","2724.33818","35.65"
"Latino","55334","51.01695","10117.38463","25.78"
"Native Hawaiian & Other Pacific Islander","513","0.47298","7267.31832","0.32"
"White","14260","13.14746","2127.09782","32.04"
"Other","7779","7.1721",,"3.85"
"Unknown","10756","9.91684",,
