"race_eth","count","percent_group","rates","percent_pop"
"African American","2795","1.91738","5887.55714","2.36"
"Asian","21091","14.46849","3218.99253","35.65"
"Latino","69654","47.78284","12735.68346","25.78"
"Native Hawaiian & Other Pacific Islander","714","0.48981","10114.74713","0.32"
"White","21378","14.66537","3188.85675","32.04"
"Other","15098","10.35727",,"3.85"
"Unknown","15042","10.31885",,
