"race_eth","count","percent_group","rates","percent_pop"
"African American","2177","1.86582","4585.76454","2.36"
"Asian","19800","16.96978","3021.95496","35.65"
"Latino","58942","50.51681","10777.07891","25.78"
"Native Hawaiian & Other Pacific Islander","565","0.48424","8003.96657","0.32"
"White","15681","13.43955","2339.06178","32.04"
"Other","8416","7.21301",,"3.85"
"Unknown","11097","9.51079",,
