"race_eth","count","percent_group","rates","percent_pop"
"African American","6876","1.73149","15192.55839","2.4"
"Asian","80479","20.26592","11508.67308","37.7"
"Latino","130034","32.74467","26484.68974","26.5"
"Native Hawaiian & Other Pacific Islander","2437","0.61368","39123.45481","0.3"
"White","63612","16.01853","10464.16945","32.8"
"Other","48411","12.19068","879400.54496","0.3"
"Unknown","65266","16.43504",,
