"race_eth","count","percent_group","rates","percent_pop"
"African American","413","1.65293","869.96819","2.36"
"Asian","2619","10.48187","399.72222","35.65"
"Latino","14345","57.41215","2622.86989","25.78"
"Native Hawaiian & Other Pacific Islander","124","0.49628","1756.62275","0.32"
"White","2758","11.03818","411.39802","32.04"
"Other","1651","6.6077",,"3.85"
"Unknown","3076","12.31089",,
