"race_eth","count","percent_group","rates","percent_pop"
"African American","6782","1.73841","14984.86489","2.4"
"Asian","78419","20.10094","11214.08858","37.7"
"Latino","128409","32.91475","26153.71768","26.5"
"Native Hawaiian & Other Pacific Islander","2391","0.61288","38384.97351","0.3"
"White","62484","16.01636","10278.61353","32.8"
"Other","47865","12.26911","869482.28883","0.3"
"Unknown","63776","16.34754",,
