"race_eth","count","percent_group","rates","percent_pop"
"African American","1285","1.79082","2706.80176","2.36"
"Asian","10891","15.17804","1662.22785","35.65"
"Latino","36448","50.79507","6664.22877","25.78"
"Native Hawaiian & Other Pacific Islander","318","0.44317","4504.88738","0.32"
"White","8880","12.37544","1324.58827","32.04"
"Other","4848","6.75632",,"3.85"
"Unknown","9085","12.66114",,
